Employee #,Last Name,First Name,Date,Log In,Log Out,Payslip Groupings,Duration
10024,Del Rosario,Tomas,7/3/24,0.365972222,0.680555556,Jul 1-15 Cut Off,0.272916667
10025,Tolentino,Jacklyn,7/3/24,0.356944444,0.648611111,Jul 1-15 Cut Off,0.25
10026,Gutierrez,Percival,7/3/24,0.450694444,0.888888889,Jul 1-15 Cut Off,0.215972223
10027,Manalaysay,Garfield,7/3/24,0.441666667,0.86875,Jul 1-15 Cut Off,0.225
10028,Villegas,Lizeth,7/3/24,0.358333333,0.703472222,Jul 1-15 Cut Off,0.303472222
10029,Ramos,Carol,7/3/24,0.442361111,0.874305556,Jul 1-15 Cut Off,0.224305556
10030,Maceda,Emelia,7/3/24,0.411805556,0.754861111,Jul 1-15 Cut Off,0.254861111
10031,Aguilar,Delia,7/3/24,0.397222222,0.725694444,Jul 1-15 Cut Off,0.269444445
10032,Castro,John Rafael,7/3/24,0.440972222,0.75625,Jul 1-15 Cut Off,0.225694445
10033,Martinez,Carlos Ian,7/3/24,0.364583333,0.678472222,Jul 1-15 Cut Off,0.272222222
10034,Santos,Beatriz,7/3/24,0.452777778,0.796527778,Jul 1-15 Cut Off,0.213888889
10001,Garcia,Manuel III,7/4/24,0.34375,0.768055556,Jul 1-15 Cut Off,0.322916667
10002,Lim,Antonio,7/4/24,0.429861111,0.740277778,Jul 1-15 Cut Off,0.236805556
10003,Aquino,Bianca Sofia,7/4/24,0.345138889,0.704166667,Jul 1-15 Cut Off,0.317361111
10004,Reyes,Isabella,7/4/24,0.40625,0.819444444,Jul 1-15 Cut Off,0.260416667
10005,Hernandez,Eduard,7/4/24,0.386805556,0.697916667,Jul 1-15 Cut Off,0.269444444
10006,Villanueva,Andrea Mae,7/4/24,0.373611111,0.73125,Jul 1-15 Cut Off,0.293055556
10007,San Jose,Brad,7/4/24,0.438888889,0.800694444,Jul 1-15 Cut Off,0.227777778
10008,Romualdez,Alice,7/4/24,0.422222222,0.733333333,Jul 1-15 Cut Off,0.244444445
10009,Atienza,Rosie,7/4/24,0.391666667,0.718055556,Jul 1-15 Cut Off,0.275
10010,Alvaro,Roderick,7/4/24,0.411805556,0.741666667,Jul 1-15 Cut Off,0.254861111
10011,Salcedo,Anthony,7/4/24,0.346527778,0.640277778,Jul 1-15 Cut Off,0.252083333
10012,Lopez,Josie,7/4/24,0.436805556,0.73125,Jul 1-15 Cut Off,0.229861111
10013,Farala,Martha,7/4/24,0.390972222,0.731944444,Jul 1-15 Cut Off,0.275694445
10014,Martinez,Leila,7/4/24,0.35625,0.700694444,Jul 1-15 Cut Off,0.302777777
10015,Romualdez,Fredrick,7/4/24,0.431944444,0.831944444,Jul 1-15 Cut Off,0.234722223
10016,Mata,Christian,7/4/24,0.4375,0.834722222,Jul 1-15 Cut Off,0.229166667
10017,De Leon,Selena,7/4/24,0.427083333,0.85,Jul 1-15 Cut Off,0.239583334
10018,San Jose,Allison,7/4/24,0.345833333,0.747222222,Jul 1-15 Cut Off,0.320833334
10019,Rosario,Cydney,7/4/24,0.43125,0.80625,Jul 1-15 Cut Off,0.235416667
10020,Bautista,Mark,7/4/24,0.353472222,0.74375,Jul 1-15 Cut Off,0.313194445
10021,Lazaro,Darlene,7/4/24,0.347916667,0.704861111,Jul 1-15 Cut Off,0.315277777
10022,Delos Santos,Kolby,7/4/24,0.375694444,0.691666667,Jul 1-15 Cut Off,0.274305556
10023,Santos,Vella,7/4/24,0.397222222,0.723611111,Jul 1-15 Cut Off,0.269444445
10024,Del Rosario,Tomas,7/4/24,0.434027778,0.885416667,Jul 1-15 Cut Off,0.232638889
10025,Tolentino,Jacklyn,7/4/24,0.388888889,0.829166667,Jul 1-15 Cut Off,0.277777778
10026,Gutierrez,Percival,7/4/24,0.392361111,0.724305556,Jul 1-15 Cut Off,0.274305556
10027,Manalaysay,Garfield,7/4/24,0.396527778,0.840972222,Jul 1-15 Cut Off,0.270138889
10028,Villegas,Lizeth,7/4/24,0.340972222,0.640972222,Jul 1-15 Cut Off,0.258333333
10029,Ramos,Carol,7/4/24,0.4,0.847222222,Jul 1-15 Cut Off,0.266666667
10030,Maceda,Emelia,7/4/24,0.454861111,0.783333333,Jul 1-15 Cut Off,0.211805556
10031,Aguilar,Delia,7/4/24,0.430555556,0.761805556,Jul 1-15 Cut Off,0.236111111
10032,Castro,John Rafael,7/4/24,0.388888889,0.723611111,Jul 1-15 Cut Off,0.277777778
10033,Martinez,Carlos Ian,7/4/24,0.451388889,0.774305556,Jul 1-15 Cut Off,0.215277778
10034,Santos,Beatriz,7/4/24,0.365972222,0.783333333,Jul 1-15 Cut Off,0.300694445
10001,Garcia,Manuel III,7/5/24,0.333333333,0.686805556,Jul 1-15 Cut Off,0.311805556
10002,Lim,Antonio,7/5/24,0.379861111,0.729861111,Jul 1-15 Cut Off,0.286805556
10003,Aquino,Bianca Sofia,7/5/24,0.429166667,0.756944444,Jul 1-15 Cut Off,0.2375
10004,Reyes,Isabella,7/5/24,0.365277778,0.797222222,Jul 1-15 Cut Off,0.301388889
10005,Hernandez,Eduard,7/5/24,0.389583333,0.779166667,Jul 1-15 Cut Off,0.277083334
10006,Villanueva,Andrea Mae,7/5/24,0.390972222,0.720138889,Jul 1-15 Cut Off,0.275694445
10007,San Jose,Brad,7/5/24,0.386111111,0.710416667,Jul 1-15 Cut Off,0.280555556
10008,Romualdez,Alice,7/5/24,0.358333333,0.704166667,Jul 1-15 Cut Off,0.304166667
10009,Atienza,Rosie,7/5/24,0.358333333,0.689583333,Jul 1-15 Cut Off,0.289583333
10010,Alvaro,Roderick,7/5/24,0.443055556,0.740972222,Jul 1-15 Cut Off,0.223611111
10011,Salcedo,Anthony,7/5/24,0.44375,0.798611111,Jul 1-15 Cut Off,0.222916667
10012,Lopez,Josie,7/5/24,0.422916667,0.827777778,Jul 1-15 Cut Off,0.24375
10013,Farala,Martha,7/5/24,0.341666667,0.797916667,Jul 1-15 Cut Off,0.325
10014,Martinez,Leila,7/5/24,0.383333333,0.821527778,Jul 1-15 Cut Off,0.283333334
10015,Romualdez,Fredrick,7/5/24,0.34375,0.711805556,Jul 1-15 Cut Off,0.322916667
10016,Mata,Christian,7/5/24,0.414583333,0.7625,Jul 1-15 Cut Off,0.252083334
10017,De Leon,Selena,7/5/24,0.334027778,0.705555556,Jul 1-15 Cut Off,0.330555556
10018,San Jose,Allison,7/5/24,0.454861111,0.903472222,Jul 1-15 Cut Off,0.211805556
10019,Rosario,Cydney,7/5/24,0.390277778,0.75,Jul 1-15 Cut Off,0.276388889
10020,Bautista,Mark,7/5/24,0.346527778,0.659722222,Jul 1-15 Cut Off,0.271527777
10021,Lazaro,Darlene,7/5/24,0.441666667,0.8625,Jul 1-15 Cut Off,0.225
10022,Delos Santos,Kolby,7/5/24,0.440277778,0.800694444,Jul 1-15 Cut Off,0.226388889
10023,Santos,Vella,7/5/24,0.442361111,0.866666667,Jul 1-15 Cut Off,0.224305556
10024,Del Rosario,Tomas,7/5/24,0.349305556,0.763888889,Jul 1-15 Cut Off,0.317361111
10025,Tolentino,Jacklyn,7/5/24,0.341666667,0.777777778,Jul 1-15 Cut Off,0.325
10026,Gutierrez,Percival,7/5/24,0.391666667,0.844444444,Jul 1-15 Cut Off,0.275
10027,Manalaysay,Garfield,7/5/24,0.402083333,0.696527778,Jul 1-15 Cut Off,0.252777778
10028,Villegas,Lizeth,7/5/24,0.454861111,0.819444444,Jul 1-15 Cut Off,0.211805556
10029,Ramos,Carol,7/5/24,0.352777778,0.758333333,Jul 1-15 Cut Off,0.313888889
10030,Maceda,Emelia,7/5/24,0.391666667,0.684027778,Jul 1-15 Cut Off,0.250694444
10031,Aguilar,Delia,7/5/24,0.360416667,0.783333333,Jul 1-15 Cut Off,0.30625
10032,Castro,John Rafael,7/5/24,0.376388889,0.789583333,Jul 1-15 Cut Off,0.290277778
10033,Martinez,Carlos Ian,7/5/24,0.340972222,0.640972222,Jul 1-15 Cut Off,0.258333333
10034,Santos,Beatriz,7/5/24,0.407638889,0.826388889,Jul 1-15 Cut Off,0.259027778
10001,Garcia,Manuel III,7/8/24,0.355555556,0.707638889,Jul 1-15 Cut Off,0.310416666
10002,Lim,Antonio,7/8/24,0.411805556,0.772222222,Jul 1-15 Cut Off,0.254861111
10003,Aquino,Bianca Sofia,7/8/24,0.436111111,0.892361111,Jul 1-15 Cut Off,0.230555556
10004,Reyes,Isabella,7/8/24,0.393055556,0.745138889,Jul 1-15 Cut Off,0.273611111
10005,Hernandez,Eduard,7/8/24,0.450694444,0.768055556,Jul 1-15 Cut Off,0.215972223
10006,Villanueva,Andrea Mae,7/8/24,0.335416667,0.627777778,Jul 1-15 Cut Off,0.252777778
10007,San Jose,Brad,7/8/24,0.440277778,0.859027778,Jul 1-15 Cut Off,0.226388889
10008,Romualdez,Alice,7/8/24,0.41875,0.781944444,Jul 1-15 Cut Off,0.247916667
10009,Atienza,Rosie,7/8/24,0.38125,0.798611111,Jul 1-15 Cut Off,0.285416667
10010,Alvaro,Roderick,7/8/24,0.359722222,0.738194444,Jul 1-15 Cut Off,0.306944445
10011,Salcedo,Anthony,7/8/24,0.36875,0.798611111,Jul 1-15 Cut Off,0.297916667
10012,Lopez,Josie,7/8/24,0.430555556,0.793055556,Jul 1-15 Cut Off,0.236111111
10013,Farala,Martha,7/8/24,0.416666667,0.76875,Jul 1-15 Cut Off,0.25
10014,Martinez,Leila,7/8/24,0.442361111,0.865972222,Jul 1-15 Cut Off,0.224305556
10015,Romualdez,Fredrick,7/8/24,0.422916667,0.729166667,Jul 1-15 Cut Off,0.24375
10016,Mata,Christian,7/8/24,0.405555556,0.734722222,Jul 1-15 Cut Off,0.261111111
10017,De Leon,Selena,7/8/24,0.38125,0.756944444,Jul 1-15 Cut Off,0.285416667
10018,San Jose,Allison,7/8/24,0.453472222,0.890277778,Jul 1-15 Cut Off,0.213194445
10019,Rosario,Cydney,7/8/24,0.386111111,0.806944444,Jul 1-15 Cut Off,0.280555556
10020,Bautista,Mark,7/8/24,0.390277778,0.797916667,Jul 1-15 Cut Off,0.276388889
10021,Lazaro,Darlene,7/8/24,0.409722222,0.770833333,Jul 1-15 Cut Off,0.256944445
10022,Delos Santos,Kolby,7/8/24,0.393055556,0.849305556,Jul 1-15 Cut Off,0.273611111
10023,Santos,Vella,7/8/24,0.39375,0.815972222,Jul 1-15 Cut Off,0.272916667
10024,Del Rosario,Tomas,7/8/24,0.447222222,0.74375,Jul 1-15 Cut Off,0.219444445
10025,Tolentino,Jacklyn,7/8/24,0.427083333,0.734722222,Jul 1-15 Cut Off,0.239583334
10026,Gutierrez,Percival,7/8/24,0.436111111,0.836111111,Jul 1-15 Cut Off,0.230555556
10027,Manalaysay,Garfield,7/8/24,0.4,0.84375,Jul 1-15 Cut Off,0.266666667
10028,Villegas,Lizeth,7/8/24,0.452083333,0.893055556,Jul 1-15 Cut Off,0.214583334
10029,Ramos,Carol,7/8/24,0.440972222,0.854166667,Jul 1-15 Cut Off,0.225694445
10030,Maceda,Emelia,7/8/24,0.375694444,0.714583333,Jul 1-15 Cut Off,0.290972223
10031,Aguilar,Delia,7/8/24,0.425,0.769444444,Jul 1-15 Cut Off,0.241666667
10032,Castro,John Rafael,7/8/24,0.354861111,0.672916667,Jul 1-15 Cut Off,0.276388889
10033,Martinez,Carlos Ian,7/8/24,0.384027778,0.677083333,Jul 1-15 Cut Off,0.251388888
10034,Santos,Beatriz,7/8/24,0.443055556,0.783333333,Jul 1-15 Cut Off,0.223611111
10001,Garcia,Manuel III,7/9/24,0.406944444,0.781944444,Jul 1-15 Cut Off,0.259722223
10002,Lim,Antonio,7/9/24,0.364583333,0.690972222,Jul 1-15 Cut Off,0.284722222
10003,Aquino,Bianca Sofia,7/9/24,0.384722222,0.841666667,Jul 1-15 Cut Off,0.281944445
10004,Reyes,Isabella,7/9/24,0.377777778,0.734722222,Jul 1-15 Cut Off,0.288888889
10005,Hernandez,Eduard,7/9/24,0.340972222,0.700694444,Jul 1-15 Cut Off,0.318055555
10006,Villanueva,Andrea Mae,7/9/24,0.408333333,0.702083333,Jul 1-15 Cut Off,0.252083333
10007,San Jose,Brad,7/9/24,0.350694444,0.788194444,Jul 1-15 Cut Off,0.315972223
10008,Romualdez,Alice,7/9/24,0.422222222,0.804166667,Jul 1-15 Cut Off,0.244444445
10009,Atienza,Rosie,7/9/24,0.456944444,0.770138889,Jul 1-15 Cut Off,0.209722223
10010,Alvaro,Roderick,7/9/24,0.367361111,0.7,Jul 1-15 Cut Off,0.290972222
10011,Salcedo,Anthony,7/9/24,0.382638889,0.7875,Jul 1-15 Cut Off,0.284027778
10012,Lopez,Josie,7/9/24,0.45,0.804861111,Jul 1-15 Cut Off,0.216666667
10013,Farala,Martha,7/9/24,0.375,0.793055556,Jul 1-15 Cut Off,0.291666667
10014,Martinez,Leila,7/9/24,0.447916667,0.867361111,Jul 1-15 Cut Off,0.21875
10015,Romualdez,Fredrick,7/9/24,0.370833333,0.757638889,Jul 1-15 Cut Off,0.295833334
10016,Mata,Christian,7/9/24,0.398611111,0.850694444,Jul 1-15 Cut Off,0.268055556
10017,De Leon,Selena,7/9/24,0.371527778,0.797916667,Jul 1-15 Cut Off,0.295138889
10018,San Jose,Allison,7/9/24,0.440972222,0.818055556,Jul 1-15 Cut Off,0.225694445
10019,Rosario,Cydney,7/9/24,0.384722222,0.838194444,Jul 1-15 Cut Off,0.281944445
10020,Bautista,Mark,7/9/24,0.390972222,0.730555556,Jul 1-15 Cut Off,0.275694445
10021,Lazaro,Darlene,7/9/24,0.338194444,0.689583333,Jul 1-15 Cut Off,0.314583333
10022,Delos Santos,Kolby,7/9/24,0.404166667,0.838194444,Jul 1-15 Cut Off,0.2625
10023,Santos,Vella,7/9/24,0.452777778,0.78125,Jul 1-15 Cut Off,0.213888889
10024,Del Rosario,Tomas,7/9/24,0.349305556,0.669444444,Jul 1-15 Cut Off,0.278472221
10025,Tolentino,Jacklyn,7/9/24,0.400694444,0.813194444,Jul 1-15 Cut Off,0.265972223
10026,Gutierrez,Percival,7/9/24,0.407638889,0.861805556,Jul 1-15 Cut Off,0.259027778
10027,Manalaysay,Garfield,7/9/24,0.402083333,0.823611111,Jul 1-15 Cut Off,0.264583334
10028,Villegas,Lizeth,7/9/24,0.389583333,0.75625,Jul 1-15 Cut Off,0.277083334
10029,Ramos,Carol,7/9/24,0.368055556,0.813194444,Jul 1-15 Cut Off,0.298611111
10030,Maceda,Emelia,7/9/24,0.429166667,0.883333333,Jul 1-15 Cut Off,0.2375
10031,Aguilar,Delia,7/9/24,0.454166667,0.7625,Jul 1-15 Cut Off,0.2125
10032,Castro,John Rafael,7/9/24,0.401388889,0.770138889,Jul 1-15 Cut Off,0.265277778
10033,Martinez,Carlos Ian,7/9/24,0.340972222,0.7,Jul 1-15 Cut Off,0.317361111
10034,Santos,Beatriz,7/9/24,0.355555556,0.690972222,Jul 1-15 Cut Off,0.293749999
10001,Garcia,Manuel III,7/10/24,0.376388889,0.734027778,Jul 1-15 Cut Off,0.290277778
10002,Lim,Antonio,7/10/24,0.392361111,0.786111111,Jul 1-15 Cut Off,0.274305556
10003,Aquino,Bianca Sofia,7/10/24,0.36875,0.745833333,Jul 1-15 Cut Off,0.297916667
10004,Reyes,Isabella,7/10/24,0.338888889,0.681944444,Jul 1-15 Cut Off,0.306944444
10005,Hernandez,Eduard,7/10/24,0.402777778,0.699305556,Jul 1-15 Cut Off,0.254861111
10006,Villanueva,Andrea Mae,7/10/24,0.397222222,0.709722222,Jul 1-15 Cut Off,0.269444445
10007,San Jose,Brad,7/10/24,0.423611111,0.815972222,Jul 1-15 Cut Off,0.243055556
10008,Romualdez,Alice,7/10/24,0.425,0.79375,Jul 1-15 Cut Off,0.241666667
10009,Atienza,Rosie,7/10/24,0.436111111,0.731944444,Jul 1-15 Cut Off,0.230555556
10010,Alvaro,Roderick,7/10/24,0.445833333,0.863194444,Jul 1-15 Cut Off,0.220833334
10011,Salcedo,Anthony,7/10/24,0.341666667,0.721527778,Jul 1-15 Cut Off,0.325
10012,Lopez,Josie,7/10/24,0.343055556,0.70625,Jul 1-15 Cut Off,0.321527777
10013,Farala,Martha,7/10/24,0.338888889,0.781944444,Jul 1-15 Cut Off,0.333333333
10014,Martinez,Leila,7/10/24,0.414583333,0.854861111,Jul 1-15 Cut Off,0.252083334
10015,Romualdez,Fredrick,7/10/24,0.45,0.854861111,Jul 1-15 Cut Off,0.216666667
10016,Mata,Christian,7/10/24,0.388194444,0.754861111,Jul 1-15 Cut Off,0.278472223
10017,De Leon,Selena,7/10/24,0.360416667,0.775694444,Jul 1-15 Cut Off,0.30625
10018,San Jose,Allison,7/10/24,0.352083333,0.710416667,Jul 1-15 Cut Off,0.314583334
10019,Rosario,Cydney,7/10/24,0.439583333,0.822916667,Jul 1-15 Cut Off,0.227083334
10020,Bautista,Mark,7/10/24,0.454861111,0.817361111,Jul 1-15 Cut Off,0.211805556
10021,Lazaro,Darlene,7/10/24,0.426388889,0.729166667,Jul 1-15 Cut Off,0.240277778
10022,Delos Santos,Kolby,7/10/24,0.429166667,0.7375,Jul 1-15 Cut Off,0.2375
10023,Santos,Vella,7/10/24,0.406944444,0.749305556,Jul 1-15 Cut Off,0.259722223
10024,Del Rosario,Tomas,7/10/24,0.359722222,0.8125,Jul 1-15 Cut Off,0.306944445
10025,Tolentino,Jacklyn,7/10/24,0.399305556,0.779166667,Jul 1-15 Cut Off,0.267361111
10026,Gutierrez,Percival,7/10/24,0.373611111,0.758333333,Jul 1-15 Cut Off,0.293055556
10027,Manalaysay,Garfield,7/10/24,0.396527778,0.735416667,Jul 1-15 Cut Off,0.270138889
10028,Villegas,Lizeth,7/10/24,0.433333333,0.804861111,Jul 1-15 Cut Off,0.233333334
10029,Ramos,Carol,7/10/24,0.416666667,0.863888889,Jul 1-15 Cut Off,0.25
10030,Maceda,Emelia,7/10/24,0.403472222,0.8,Jul 1-15 Cut Off,0.263194445
10031,Aguilar,Delia,7/10/24,0.394444444,0.821527778,Jul 1-15 Cut Off,0.272222223
10032,Castro,John Rafael,7/10/24,0.409722222,0.836805556,Jul 1-15 Cut Off,0.256944445
10033,Martinez,Carlos Ian,7/10/24,0.353472222,0.775,Jul 1-15 Cut Off,0.313194445
10034,Santos,Beatriz,7/10/24,0.403472222,0.799305556,Jul 1-15 Cut Off,0.263194445
10001,Garcia,Manuel III,7/11/24,0.45625,0.886111111,Jul 1-15 Cut Off,0.210416667
10002,Lim,Antonio,7/11/24,0.4125,0.735416667,Jul 1-15 Cut Off,0.254166667
10003,Aquino,Bianca Sofia,7/11/24,0.370833333,0.736805556,Jul 1-15 Cut Off,0.295833334
10004,Reyes,Isabella,7/11/24,0.44375,0.878472222,Jul 1-15 Cut Off,0.222916667
10005,Hernandez,Eduard,7/11/24,0.400694444,0.718055556,Jul 1-15 Cut Off,0.265972223
10006,Villanueva,Andrea Mae,7/11/24,0.350694444,0.746527778,Jul 1-15 Cut Off,0.315972223
10007,San Jose,Brad,7/11/24,0.449305556,0.884722222,Jul 1-15 Cut Off,0.217361111
10008,Romualdez,Alice,7/11/24,0.345833333,0.777083333,Jul 1-15 Cut Off,0.320833334
10009,Atienza,Rosie,7/11/24,0.427083333,0.732638889,Jul 1-15 Cut Off,0.239583334
10010,Alvaro,Roderick,7/11/24,0.430555556,0.879166667,Jul 1-15 Cut Off,0.236111111
10011,Salcedo,Anthony,7/11/24,0.35,0.75,Jul 1-15 Cut Off,0.316666667
10012,Lopez,Josie,7/11/24,0.350694444,0.674305556,Jul 1-15 Cut Off,0.281944445
10013,Farala,Martha,7/11/24,0.365972222,0.731944444,Jul 1-15 Cut Off,0.300694445
10014,Martinez,Leila,7/11/24,0.442361111,0.820138889,Jul 1-15 Cut Off,0.224305556
10015,Romualdez,Fredrick,7/11/24,0.436805556,0.859722222,Jul 1-15 Cut Off,0.229861111
10016,Mata,Christian,7/11/24,0.404166667,0.719444444,Jul 1-15 Cut Off,0.2625
10017,De Leon,Selena,7/11/24,0.453472222,0.847916667,Jul 1-15 Cut Off,0.213194445
10018,San Jose,Allison,7/11/24,0.3375,0.75,Jul 1-15 Cut Off,0.333333333
10019,Rosario,Cydney,7/11/24,0.418055556,0.770833333,Jul 1-15 Cut Off,0.248611111
10020,Bautista,Mark,7/11/24,0.377777778,0.718055556,Jul 1-15 Cut Off,0.288888889
10021,Lazaro,Darlene,7/11/24,0.340972222,0.732638889,Jul 1-15 Cut Off,0.325694445
10022,Delos Santos,Kolby,7/11/24,0.390277778,0.726388889,Jul 1-15 Cut Off,0.276388889
10023,Santos,Vella,7/11/24,0.431944444,0.754166667,Jul 1-15 Cut Off,0.234722223
10024,Del Rosario,Tomas,7/11/24,0.411111111,0.829166667,Jul 1-15 Cut Off,0.255555556
10025,Tolentino,Jacklyn,7/11/24,0.452083333,0.811111111,Jul 1-15 Cut Off,0.214583334
10026,Gutierrez,Percival,7/11/24,0.384027778,0.742361111,Jul 1-15 Cut Off,0.282638889
10027,Manalaysay,Garfield,7/11/24,0.377777778,0.674305556,Jul 1-15 Cut Off,0.254861111
10028,Villegas,Lizeth,7/11/24,0.4375,0.847916667,Jul 1-15 Cut Off,0.229166667
10029,Ramos,Carol,7/11/24,0.338888889,0.666666667,Jul 1-15 Cut Off,0.291666667
10030,Maceda,Emelia,7/11/24,0.436805556,0.815277778,Jul 1-15 Cut Off,0.229861111
10031,Aguilar,Delia,7/11/24,0.357638889,0.794444444,Jul 1-15 Cut Off,0.309027778
10032,Castro,John Rafael,7/11/24,0.401388889,0.73125,Jul 1-15 Cut Off,0.265277778
10033,Martinez,Carlos Ian,7/11/24,0.419444444,0.827083333,Jul 1-15 Cut Off,0.247222223
10034,Santos,Beatriz,7/11/24,0.381944444,0.809027778,Jul 1-15 Cut Off,0.284722223
10001,Garcia,Manuel III,7/12/24,0.366666667,0.730555556,Jul 1-15 Cut Off,0.3
10002,Lim,Antonio,7/12/24,0.441666667,0.870833333,Jul 1-15 Cut Off,0.225
10003,Aquino,Bianca Sofia,7/12/24,0.361111111,0.753472222,Jul 1-15 Cut Off,0.305555556
10004,Reyes,Isabella,7/12/24,0.385416667,0.836805556,Jul 1-15 Cut Off,0.28125
10005,Hernandez,Eduard,7/12/24,0.334722222,0.789583333,Jul 1-15 Cut Off,0.333333333
10006,Villanueva,Andrea Mae,7/12/24,0.391666667,0.835416667,Jul 1-15 Cut Off,0.275
10007,San Jose,Brad,7/12/24,0.427777778,0.878472222,Jul 1-15 Cut Off,0.238888889
10008,Romualdez,Alice,7/12/24,0.350694444,0.779861111,Jul 1-15 Cut Off,0.315972223
10009,Atienza,Rosie,7/12/24,0.398611111,0.804861111,Jul 1-15 Cut Off,0.268055556
10010,Alvaro,Roderick,7/12/24,0.41875,0.733333333,Jul 1-15 Cut Off,0.247916667
10011,Salcedo,Anthony,7/12/24,0.345138889,0.664583333,Jul 1-15 Cut Off,0.277777777
10012,Lopez,Josie,7/12/24,0.390972222,0.7875,Jul 1-15 Cut Off,0.275694445
10013,Farala,Martha,7/12/24,0.338888889,0.714583333,Jul 1-15 Cut Off,0.333333333
10014,Martinez,Leila,7/12/24,0.401388889,0.704861111,Jul 1-15 Cut Off,0.261805555
10015,Romualdez,Fredrick,7/12/24,0.394444444,0.688194444,Jul 1-15 Cut Off,0.252083333
10016,Mata,Christian,7/12/24,0.40625,0.81875,Jul 1-15 Cut Off,0.260416667
10017,De Leon,Selena,7/12/24,0.373611111,0.805555556,Jul 1-15 Cut Off,0.293055556
10018,San Jose,Allison,7/12/24,0.348611111,0.680555556,Jul 1-15 Cut Off,0.290277778
10019,Rosario,Cydney,7/12/24,0.381944444,0.73125,Jul 1-15 Cut Off,0.284722223
10020,Bautista,Mark,7/12/24,0.4375,0.779861111,Jul 1-15 Cut Off,0.229166667
10021,Lazaro,Darlene,7/12/24,0.335416667,0.645833333,Jul 1-15 Cut Off,0.270833333
10022,Delos Santos,Kolby,7/12/24,0.380555556,0.755555556,Jul 1-15 Cut Off,0.286111111
10023,Santos,Vella,7/12/24,0.358333333,0.684027778,Jul 1-15 Cut Off,0.284027778
10024,Del Rosario,Tomas,7/12/24,0.431944444,0.772222222,Jul 1-15 Cut Off,0.234722223
10025,Tolentino,Jacklyn,7/12/24,0.457638889,0.823611111,Jul 1-15 Cut Off,0.209027778
10026,Gutierrez,Percival,7/12/24,0.434027778,0.770833333,Jul 1-15 Cut Off,0.232638889
10027,Manalaysay,Garfield,7/12/24,0.436111111,0.890972222,Jul 1-15 Cut Off,0.230555556
10028,Villegas,Lizeth,7/12/24,0.370138889,0.726388889,Jul 1-15 Cut Off,0.296527778
10029,Ramos,Carol,7/12/24,0.338888889,0.680555556,Jul 1-15 Cut Off,0.305555556
10030,Maceda,Emelia,7/12/24,0.432638889,0.735416667,Jul 1-15 Cut Off,0.234027778
10031,Aguilar,Delia,7/12/24,0.39375,0.735416667,Jul 1-15 Cut Off,0.272916667
10032,Castro,John Rafael,7/12/24,0.389583333,0.711111111,Jul 1-15 Cut Off,0.277083334
10033,Martinez,Carlos Ian,7/12/24,0.336805556,0.734722222,Jul 1-15 Cut Off,0.333333333
10034,Santos,Beatriz,7/12/24,0.345833333,0.65625,Jul 1-15 Cut Off,0.26875
10001,Garcia,Manuel III,7/15/24,0.418055556,0.869444444,Jul 1-15 Cut Off,0.248611111
10002,Lim,Antonio,7/15/24,0.446527778,0.85,Jul 1-15 Cut Off,0.220138889
10003,Aquino,Bianca Sofia,7/15/24,0.407638889,0.85,Jul 1-15 Cut Off,0.259027778
10004,Reyes,Isabella,7/15/24,0.389583333,0.686111111,Jul 1-15 Cut Off,0.254861111
10005,Hernandez,Eduard,7/15/24,0.413194444,0.775,Jul 1-15 Cut Off,0.253472223
10006,Villanueva,Andrea Mae,7/15/24,0.370833333,0.80625,Jul 1-15 Cut Off,0.295833334
10007,San Jose,Brad,7/15/24,0.443055556,0.797222222,Jul 1-15 Cut Off,0.223611111
10008,Romualdez,Alice,7/15/24,0.457638889,0.761805556,Jul 1-15 Cut Off,0.209027778
10009,Atienza,Rosie,7/15/24,0.346527778,0.738888889,Jul 1-15 Cut Off,0.320138889
10010,Alvaro,Roderick,7/15/24,0.379861111,0.822916667,Jul 1-15 Cut Off,0.286805556
10011,Salcedo,Anthony,7/15/24,0.427083333,0.824305556,Jul 1-15 Cut Off,0.239583334
10012,Lopez,Josie,7/15/24,0.345833333,0.688194444,Jul 1-15 Cut Off,0.300694444
10013,Farala,Martha,7/15/24,0.34375,0.650694444,Jul 1-15 Cut Off,0.265277777
10014,Martinez,Leila,7/15/24,0.402083333,0.697916667,Jul 1-15 Cut Off,0.254166667
10015,Romualdez,Fredrick,7/15/24,0.44375,0.738194444,Jul 1-15 Cut Off,0.222916667
10016,Mata,Christian,7/15/24,0.427083333,0.829166667,Jul 1-15 Cut Off,0.239583334
10017,De Leon,Selena,7/15/24,0.415972222,0.802777778,Jul 1-15 Cut Off,0.250694445
10018,San Jose,Allison,7/15/24,0.370138889,0.74375,Jul 1-15 Cut Off,0.296527778
10019,Rosario,Cydney,7/15/24,0.372222222,0.815972222,Jul 1-15 Cut Off,0.294444445
10020,Bautista,Mark,7/15/24,0.396527778,0.755555556,Jul 1-15 Cut Off,0.270138889
10021,Lazaro,Darlene,7/15/24,0.409027778,0.726388889,Jul 1-15 Cut Off,0.257638889
10022,Delos Santos,Kolby,7/15/24,0.384722222,0.814583333,Jul 1-15 Cut Off,0.281944445
10023,Santos,Vella,7/15/24,0.397222222,0.70625,Jul 1-15 Cut Off,0.267361111
10024,Del Rosario,Tomas,7/15/24,0.441666667,0.786111111,Jul 1-15 Cut Off,0.225
